processid	sampleid	bin_uri	genus_name	lat	lon
CNWLF1965-12	BIOUG03609-F01	BOLD:ACE4814	Ichneumon	49.083	-113.876
CNWLO797-13	BIOUG07629-D11	BOLD:AAW9351	NA	49.083	-113.876
COLHH601-18	CollHH601	BOLD:AAE8982	Stenichneumon	59.4486	6.02121
COLMS8878-22	BIOUG97730-D07	BOLD:ACD0579	Ichneumon	38.911	-105.199
CRALB29921-21	BIOUG72389-H11	BOLD:AEP3102	ichneuMalaise01	9.015	-83.004
CRATA3453-22	BIOUG91406-E06	BOLD:AEO5999	ichneuMalaise01	9.016	-83.004
CRBLA12433-22	BIOUG76552-C08	BOLD:ADT8114	Carinodes	9.969	-83.449
CRPEA33812-21	BIOUG73446-A10	BOLD:ADB9082	ichneuMalaise01	9.973	-84.094
CRQUB24977-22	BIOUG81501-G04	BOLD:AEP2718	ichneuMalaise01	9.614	-83.819
FBIIA438-10	BC ZSM HYM 03098	BOLD:AAH1869	Coelichneumon	46.86	10.914
FCHAR6029-19	CHARS00313-G02	BOLD:AAH1869	NA	67.834	-115.201
GBAH30535-19	KJ436026	BOLD:ACR7671	NA	9.86347	-84.1467
GMFIO733-13	BIOUG04300-B05	BOLD:ADL7997	Misetus	65.148	25.838
GMFRQ157-15	BIOUG20994-B05	BOLD:ABX5489	NA	38.892	-78.167
GMGKA3976-21	BIOUG56832-H07	BOLD:AEK2208	Tycherus	41.762	41.978
GMGRD3451-13	BIOUG05943-C06	BOLD:ADL7997	Misetus	48.951	13.422
GMGRG4888-13	BIOUG08216-A02	BOLD:AAD5318	Ichneumon	48.9509	13.422
GMGRG4895-13	BIOUG08216-A09	BOLD:AAD5318	Ichneumon	48.9509	13.422
GMHGF374-13	BIOUG08353-G01	BOLD:ACJ9110	NA	15.494	-88.214
GMONH2582-15	BIOUG25012-G03	BOLD:AAH7274	NA	53.616	-132.016
HCWC755-07	DHJPAR0017250	BOLD:AAB4566	Charmedia	10.925	-85.472
ICHFI813-12	FICH-000813	BOLD:ACC4178	Tycherus	62.852	22.668
JBLRB7192-23	BIOUG99918-F07	BOLD:AAU9122	NA	44.745	-111.765
JIGGA007-16	BIOUG30941-F02	BOLD:ADA8497	Barichneumon	10.763	-85.335
JSHYM700-11	BIOUG01033-C11	BOLD:ADH8115	NA	44.621	-75.773
JSHYN807-11	BIOUG01082-C10	BOLD:ACE8616	NA	44.621	-75.773
JSHYN949-11	BIOUG01093-G09	BOLD:AAH7283	NA	44.621	-75.773
JSHYP128-11	BIOUG01281-G10	BOLD:AAH2174	NA	44.621	-75.773
MOBIL2374-17	BOLD-0DIQ4H565	BOLD:ADF8397	Ichneumon	60.5108	-150.965
NSMTP577-15	SMTP577	BOLD:ABZ9876	Coelichneumon	65.967	16.06
NZHYM1688-12	NZAC04044635	BOLD:ABX9239	Aucklandella	-45.84	170.521
NZHYM1708-12	NZAC04043568	BOLD:AAH7291	Aucklandella	-45.84	170.521
NZHYM1772-12	NZAC04043955	BOLD:ABZ8015	Aucklandella	-45.835	170.453
OPPDG2092-17	BIOUG33683-B05	BOLD:AAU8321	NA	44.6286	-78.8614
OPPQI036-17	BIOUG34039-G01	BOLD:AAG7645	Vulgichneumon	44.5178	-76.5394
PLABD230-19	BIOUG48948-A09	BOLD:ADW1567	ichneuMalaise01	10.763	-85.334
PLABE056-18	BIOUG44035-G02	BOLD:ACR7671	ichneuMalaise01	10.763	-85.334
PLEAV057-19	BIOUG48430-B06	BOLD:ADB7481	Carinodes	10.763	-85.334
PLFEE023-21	BIOUG63933-B11	BOLD:ADA8392	ichneuMalaise01	10.76	-85.334
PLQBR017-20	BIOUG52715-G11	BOLD:ADB0819	ichneuMalaise01	10.76	-85.334
PLTAK217-20	BIOUG55234-F01	BOLD:AEE7788	Carinodes	10.761	-85.335
PLZBS011-20	BIOUG55302-D12	BOLD:ACZ8587	ichneuMalaise01	10.76	-85.334
SSBRC139-14	BIOUG13331-H09	BOLD:AAH7274	NA	46.837	-60.434
SSBRC1580-14	BIOUG13336-H11	BOLD:AAH1853	Cratichneumon	46.837	-60.434
SSJAF4126-13	BIOUG09170-A12	BOLD:AAK3172	NA	53.195	-117.914
THAMB2410-22	BIOUG91322-F12	BOLD:ACO7296	NA	14.447	101.367
TTMHY280-08	08TTML-0280	BOLD:AAG7676	NA	43.4464	-80.2512
ZMUCG278-12	zmuc00023545	BOLD:ACF2810	Ichneumon	65.4167	-52.9
AMTPA090-15	BC-ZSM-HYM-24055-H06	BOLD:AAE2749	Ichneumon	47.389	10.348
AMTPA092-15	BC-ZSM-HYM-24055-H08	BOLD:ACC2442	Coelichneumon	47.389	10.348
ASGLF015-11	BIOUG00858-F04	BOLD:AAG8144	NA	45.5102	-76.9768
BBHYF341-10	09BBEHY-2340	BOLD:AAN7588	NA	45.603	-64.988
BCHYM9778-15	BC ZSM HYM 22508	BOLD:ACC2884	Cratichneumon	50.007	9.806
BLPDF1109-19	DHJPAR0063334	BOLD:AAL1427	Diacantharius	10.7631	-85.4133
CNGBE921-14	BIOUG09852-B03	BOLD:ACK4257	NA	44.8515	-79.8744
CNGSF2393-15	BIOUG21597-G11	BOLD:AAH1550	Aethecerus	49.001	-106.557
CNGSI2988-15	BIOUG21471-H06	BOLD:ACL9662	NA	49.001	-106.557
CNNHB134-14	BIOUG17052-D01	BOLD:AAK3172	NA	61.606	-125.758
CNRGK573-15	BIOUG21070-F07	BOLD:AAG7630	Linycus	43.8223	-79.1897
CNRMD1034-12	BIOUG03275-H02	BOLD:AAH1922	NA	50.676	-99.898
CNTIH1810-15	BIOUG21211-E03	BOLD:ACV1216	NA	44.453	-75.865
CNTIH1944-15	BIOUG21212-H06	BOLD:ACI4455	NA	44.453	-75.865
CNWLG969-12	BIOUG04179-F01	BOLD:AEB7729	NA	49.083	-113.876
COLHH1982-18	CollHH1791	BOLD:ACI7609	Platylabus	59.288	5.264
COLHH3647-23	CollHH3931	BOLD:AAI1845	Heterischnus	59.496	5.883
CRALB25624-21	BIOUG71219-D10	BOLD:AEN0230	ichneuMalaise01	9.015	-83.004
CRALC14935-21	BIOUG71223-C09	BOLD:AEO5999	ichneuMalaise01	9.015	-83.004
CRHTA5347-22	BIOUG76505-E04	BOLD:AET5122	ichneuMalaise01	9.648	-83.071
CRHYA082-22	BIOUG64408-E07	BOLD:AET5122	ichneuMalaise01	9.649	-83.071
CRHYA5014-22	BIOUG76507-A05	BOLD:ACG8381	Carinodes	9.649	-83.071
CRPEA1785-21	BIOUG72917-G06	BOLD:ACE1969	Barichneumon	9.973	-84.094
CRPEA36348-21	BIOUG71225-H05	BOLD:AAG7692	Barichneumon	9.973	-84.094
CRPEA49075-21	BIOUG74237-B04	BOLD:ADB9082	ichneuMalaise01	9.973	-84.094
GBICH088-12	BC ZSM HYM 13768	BOLD:ACC3068	Exephanes	49.583	7.882
GBICH206-13	BC ZSM HYM 16356	BOLD:AAF0229	Probolus	51.922	5.1184
GMGMD1190-14	BIOUG16617-G12	BOLD:ACR0860	NA	50.552	7.17
GMGME128-14	BIOUG16648-D11	BOLD:AAI7588	Ichneumon	50.552	7.17
GMGRD3446-13	BIOUG05943-C01	BOLD:ADL7997	Misetus	48.951	13.422
GMGRD3642-13	BIOUG06436-E08	BOLD:AAU8862	Aoplus	48.9509	13.422
GMHDC142-13	BIOUG04922-F12	BOLD:AAI7882	Joppa	15.494	-88.213
GMNHQ660-18	BIOUG39252-E02	BOLD:AAH7291	Aucklandella	-37.8083	175.326
GMOCL833-15	BIOUG22960-F05	BOLD:ACC6529	Ichneumon	54.768	-126.935
GMONH2530-15	BIOUG25012-B11	BOLD:AAH7274	NA	53.616	-132.016
HPPPD1739-13	BIOUG07372-H02	BOLD:AAG7633	NA	44.623	-63.569
HYMBB186-09	09BBHYM-186	BOLD:AAG8075	NA	33.884	-96.799
INRMA4121-21	BIOUG56822-B05	BOLD:AAL3651	Patrocloides	60.112	-128.826
JSHYM823-11	BIOUG01034-F03	BOLD:AAH1882	NA	44.621	-75.773
NOICH282-19	HYM029	BOLD:AAZ7718	Diadromus	59.5376	10.6792
OPPDC1162-17	BIOUG33016-C05	BOLD:AAP2581	NA	44.6286	-78.8614
OPPEE5826-17	BIOUG34017-H05	BOLD:AAH1922	NA	44.6337	-80.6983
OPPEG1386-17	BIOUG34395-B07	BOLD:ADI1279	NA	44.6337	-80.6983
OPPEI3967-17	BIOUG34819-D03	BOLD:ACE9045	Ichneumon	44.6337	-80.6983
OPPFI864-17	BIOUG33856-C12	BOLD:ACH0485	NA	45.5151	-77.8181
PHAAG047-17	BIOUG32372-D11	BOLD:ACE8616	NA	43.54	-80.14
PLACS010-20	BIOUG58164-G12	BOLD:ADA8497	Barichneumon	10.763	-85.334
PLECD926-20	BIOUG56929-F07	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLECP099-20	BIOUG56955-G06	BOLD:ACG8381	Carinodes	10.763	-85.334
PLFBN020-19	BIOUG50182-F05	BOLD:ADB9725	ichneuMalaise01	10.763	-85.334
PLNDG171-20	BIOUG56981-G03	BOLD:AAN7931	Dilopharius	10.763	-85.334
PLXCG093-20	BIOUG58100-B11	BOLD:ACG8381	Carinodes	10.763	-85.334
PLXCK882-20	BIOUG62351-H04	BOLD:ADA8497	Barichneumon	10.763	-85.334
SMTPB14505-13	BIOUG05653-F05	BOLD:AAG7641	NA	43.511	-80.383
SMTPJ3908-14	BIOUG16152-F11	BOLD:AAZ7721	Diadromus	49.873	-111.382
SMTPS552-16	BIOUG31173-C07	BOLD:ACF5187	Ichneumon	53.3012	-60.313
SSBRB2287-14	BIOUG12953-B11	BOLD:ACC2867	Cratichneumon	46.808	-60.733
SSGBC1877-14	BIOUG14713-G02	BOLD:AAA9337	Dirophanes	49.477	-57.97
THAMC14735-23	CBG-A13214-B12	BOLD:ACO7296	NA	14.4336	101.369
TOYEN364-16	NHMO-DAR-11647	BOLD:AAH7260	Stenodontus	59.9176	10.7695
TRIHM952-22	IAvH-TRI-FCZ0972	BOLD:AEU5990	Barichneumon	3.067	-75.384
TTMHY361-08	08TTML-0361	BOLD:AAG7654	NA	43.4464	-80.2512
AICH128-06	DHJPAR0009562	BOLD:AAD1624	Macrojoppa	11.03	-85.527
ASGLE1360-10	ASGLE2-0125	BOLD:AAP2581	NA	43.554	-80.264
ASGLE1550-10	ASGLE2-0315	BOLD:AAD5318	Ichneumon	43.554	-80.264
BARSM240-17	BARS_2016_26_163	BOLD:ABY3246	NA	44.318	-78.372
BBHEC562-09	09BBEHY-0593	BOLD:AAG7707	Coelichneumon	46.771	-65.006
BBHYL595-10	10BBCHY-3549	BOLD:AAH2174	NA	53.73	-106.722
BBHYL662-10	10BBCHY-3616	BOLD:AAU8871	NA	52.808	-118.023
CNGSD2590-15	BIOUG21116-C01	BOLD:AAU8234	NA	49.001	-106.557
CNGSF451-15	BIOUG21527-D05	BOLD:AAG7732	NA	49.001	-106.557
CNKJE019-14	BIOUG11404-D12	BOLD:AAH7266	NA	44.4066	-65.2455
CNKJM029-14	BIOUG12127-D12	BOLD:ACN4333	NA	44.4066	-65.2455
CNLMD220-14	BIOUG11581-C06	BOLD:AAK3167	Tycherus	46.6507	-72.9698
CNMIM906-14	BIOUG13896-B10	BOLD:AAH1974	NA	50.2135	-63.7979
CNMIM910-14	BIOUG13896-C02	BOLD:AAH7283	NA	50.2135	-63.7979
CNRGN045-15	BIOUG21403-G12	BOLD:AAH1872	NA	43.8223	-79.1897
CNWLD892-12	BIOUG03602-B06	BOLD:AAG7645	Vulgichneumon	49.106	-113.819
COLHH764-18	CollHH764	BOLD:AAF2908	Aethecerus	59.449	6.021
COLHH789-18	CollHH789	BOLD:ADL0020	Tycherus	59.288	5.264
CRALD13351-23	CBG-A06274-D03	BOLD:AEM5773	NA	9.015	-83.004
CRATA33449-22	BIOUG91365-B11	BOLD:ADO3117	Setanta	9.016	-83.004
CRBAC15323-22	BIOUG73631-G04	BOLD:AES5084	Coelichneumon	9.97	-83.449
CRBLC38658-22	BIOUG85484-G08	BOLD:AEC8119	Diacantharius	9.969	-83.449
CRBOA62385-23	CBG-A02907-B03	BOLD:ADA4861	NA	10.759	-85.009
CRBOE35443-23	CBG-A08758-C02	BOLD:ADZ8364	NA	10.759	-85.009
CRHYA5018-22	BIOUG76507-A09	BOLD:AEC8119	Diacantharius	9.649	-83.071
CRPSA25179-23	BIOUG99528-E10	BOLD:ACG8317	Setanta	9.974	-84.093
FBIIA049-10	BC ZSM HYM 02519	BOLD:AAJ9859	Virgichneumon	49.1	11.9
FBIIA122-10	BC ZSM HYM 02592	BOLD:AAF6353	Zanthojoppa	49.2	11.2
FBIIA251-10	BC ZSM HYM 02721	BOLD:AAF2970	Ichneumon	47.2	13.5
FBIIA429-10	BC ZSM HYM 03089	BOLD:ACX6506	Coelichneumon	49.2966	11.2848
GBACU1629-12	BC ZSM HYM 13884	BOLD:AAI4109	Coelichneumon	52.8182	14.0726
GMGMI1086-14	BIOUG17118-C12	BOLD:ACI7609	Platylabus	50.552	7.17
GMGRG1402-13	BIOUG07416-C05	BOLD:AAI7602	Ichneumon	48.951	13.422
GMHLD030-15	BIOUG25272-G06	BOLD:AEM5773	NA	15.494	-88.214
GMMDN1617-15	BIOUG20393-A05	BOLD:ACT8229	NA	-18.9438	48.4316
GMOAF1083-21	BIOUG65570-C11	BOLD:AAH2174	NA	60.781	-135.179
GMODL5145-22	BIOUG91336-B08	BOLD:AAH1907	NA	54.774	-127.108
GMPTJ4244-23	BIOUG99560-G07	BOLD:AAQ0502	NA	25.42	68.53
GMRSZ028-16	BIOUG27121-C02	BOLD:ADA2512	NA	43.4858	131.975
HPPPM702-13	BIOUG07820-G01	BOLD:ACR4278	Barichneumon	44.623	-63.569
ICHFI957-12	FICH-000862	BOLD:AAH1975	Cyclolabus	60.702	24.528
ICHNN036-18	HymVM289	BOLD:ABX5376	Crypteffigies	68.0988	16.3644
JCCCQ027-16	BIOUG30010-B05	BOLD:AAL1427	Diacantharius	10.763	-85.334
JSHYO694-11	BIOUG01081-C05	BOLD:AAH7257	NA	44.621	-75.773
NOPRA816-17	NHMO-DAR-13124	BOLD:ADL7865	Ichneumon	59.7354	10.5675
NZHYM1710-12	NZAC04043741	BOLD:ABX9239	Aucklandella	-45.84	170.521
OPPCG1539-17	BIOUG34311-B07	BOLD:AAG7789	NA	44.8253	-79.9846
OPPFO3198-17	BIOUG34818-G07	BOLD:AAU8850	NA	42.2628	-83.0725
OPPQG267-17	BIOUG34605-E09	BOLD:AAH7266	NA	44.5178	-76.5394
OPPQM285-17	BIOUG35291-F03	BOLD:AAG7630	Linycus	43.1129	-79.2738
PLAAP319-18	BIOUG44697-H01	BOLD:ADA8497	Barichneumon	10.763	-85.334
PLAAZ2123-18	BIOUG44796-B11	BOLD:ADB4475	ichneuMalaise01	10.763	-85.334
PLJAC1622-20	BIOUG52062-F06	BOLD:ADB0819	ichneuMalaise01	10.761	-85.335
PLLBH3667-20	BIOUG52913-G04	BOLD:ADB0819	ichneuMalaise01	10.763	-85.334
PLQAG036-20	BIOUG51778-H03	BOLD:ADB7911	ichneuMalaise01	10.76	-85.334
PLQAI044-20	BIOUG52690-E06	BOLD:ADA8497	Barichneumon	10.76	-85.334
PLUAK190-20	BIOUG55229-A10	BOLD:ADA8497	Barichneumon	10.763	-85.334
SSBRB2269-14	BIOUG12953-A05	BOLD:ACC2867	Cratichneumon	46.808	-60.733
SSKJA2442-14	BIOUG14921-F01	BOLD:AAH2179	NA	44.457	-65.274
SSKUA9427-15	BIOUG27159-B04	BOLD:AAH2174	NA	60.714	-137.434
TTMHY427-08	08TTML-0427	BOLD:AAG7732	NA	43.4464	-80.2512
AMTPA351-15	BC-ZSM-HYM-24058-F06	BOLD:AAE2634	Stenobarichneumon	50.03	9.796
BBHYB039-12	BIOUG02974-H04	BOLD:AAE2749	Ichneumon	51.35	-116.063
BBHYE404-10	09BBEHY-1404	BOLD:AAH7275	NA	48.441	-54.001
BCHYM15700-17	BC-ZSM-HYM-27497-A11	BOLD:AAK3162	Tycherus	52.85	9.68333
BCHYM17983-18	BC-ZSM-HYM-30226-A10	BOLD:ACE1194	Eutanyacra	49.609	12.239
BCHYM4046-14	BC ZSM HYM 21621	BOLD:ABX5376	Crypteffigies	48.951	13.422
BCHYM8350-15	BC-ZSM-HYM-27597-H01	BOLD:ACU2084	Homotherus	49.099	13.231
CNBRN043-14	BIOUG10785-D08	BOLD:AAH1859	Crypteffigies	46.6553	-60.4285
CNGAF026-15	BIOUG19605-C08	BOLD:ACE4814	Ichneumon	48.795	-123.309
CNKTC1364-15	BIOUG18141-C07	BOLD:ABZ7151	NA	50.885	-116.052
CNLMD1222-14	BIOUG11721-G10	BOLD:AAU8756	Stenodontus	46.6507	-72.9698
CNPPE1207-12	BIOUG03442-A07	BOLD:AAG7652	NA	41.939	-82.516
CNRMF541-12	BIOUG03805-F05	BOLD:ACF1442	Cratichneumon	50.676	-99.898
CNTIJ137-15	BIOUG21291-G12	BOLD:ADL7390	Pseudoplatylabus	44.453	-75.865
COLHH612-18	CollHH612	BOLD:AAF2407	Cratichneumon	59.288	5.26422
CRALB17064-21	BIOUG71594-D11	BOLD:ADA9269	Tricholabus	9.015	-83.004
CRATA16727-22	BIOUG91361-G08	BOLD:AEM5773	Setanta	9.016	-83.004
CRATC37577-23	CBG-A06277-E10	BOLD:AEM5773	NA	9.01585	-83.004
CRCCA15889-23	CBG-A13321-B03	BOLD:ACE1969	NA	10.9247	-85.4674
CRMSH223-23	CCDB-28461-C09	BOLD:AFN1832	ichneuMalaise01	10.163	-84.339
CROCB6365-23	CBG-A02855-D11	BOLD:ACK6099	ichneuMalaise01	9.263	-83.871
CRPSA3743-22	BIOUG85460-D08	BOLD:AEA3657	Coelichneumon	9.974	-84.093
CRSRD11868-23	CBG-A18756-G08	BOLD:AFL5655	Oezdemirus	8.48315	-83.5908
CRTRB9204-22	BIOUG80170-E03	BOLD:AEP1636	ichneuMalaise01	10.536	-83.501
FBIIA1134-10	BC ZSM HYM 04079	BOLD:AAN3833	Amblyteles	49.0859	7.845
FBIIA170-10	BC ZSM HYM 02640	BOLD:ADL7865	Ichneumon	49.1	11.9
FBIIA390-10	BC ZSM HYM 03050	BOLD:ACF7212	Coelichneumon	49.2966	11.2848
FBIIA701-10	BC ZSM HYM 03646	BOLD:ACE3182	Ichneumon	49.4505	11.0804
FBIIA711-10	BC ZSM HYM 03656	BOLD:ACE3182	Ichneumon	47.8856	12.6229
FBIIA877-10	BC ZSM HYM 03822	BOLD:AAI7603	Ichneumon	46.4333	5.8
GBICH204-13	BC ZSM HYM 16354	BOLD:AAF0229	Probolus	51.922	5.1184
GMCEC2687-21	BIOUG66567-C05	BOLD:ADF4946	Carinodes	10.929	-85.464
GMCRW011-13	BIOUG09433-E06	BOLD:ACG8381	Carinodes	10.8438	-85.6138
GMGMK255-14	BIOUG17174-G09	BOLD:AAJ5832	Ctenichneumon	50.552	7.17
GMMVA11018-21	BIOUG64481-G12	BOLD:AAG8058	Carinodes	20.032	-97.106
GMOAL091-21	BIOUG56872-F04	BOLD:ADF8397	Ichneumon	60.724	-135.081
HCWC710-06	DHJPAR0009294	BOLD:AAC3554	Joppa	10.8628	-85.3846
HYAS1290-12	BIOUG02952-F05	BOLD:ACB2934	NA	-35.261	149.059
HYAS263-11	BIOUG00859-G10	BOLD:AAY6884	NA	-35.261	149.059
ICHFI1047-12	FICH-000952	BOLD:ABZ8253	Ichneumon	60.442	19.816
ICHNN022-16	HymVM275	BOLD:ACG4485	Aoplus	67.3022	14.5871
JCCCA846-16	BIOUG29884-D01	BOLD:ADA8497	Barichneumon	10.763	-85.334
JSHYM501-11	BIOUG01032-C02	BOLD:AAG7695	NA	44.621	-75.773
JSHYN038-11	BIOUG01036-H03	BOLD:AAU8850	NA	44.621	-75.773
JSHYP199-11	BIOUG01283-E10	BOLD:AAP2581	NA	44.621	-75.773
MBIOI124-13	BIOUG09349-H09	BOLD:ACL2623	NA	43.528	-80.229
MYENT278-17	USNMENT01117081	BOLD:ADH9063	Coelichneumon	11.07	98.9163
NGNAC1207-13	BIOUG07322-H09	BOLD:AAM9124	NA	50.643	-120.517
NZHYM1341-12	NZAC04044665	BOLD:ABX9930	Degithina	-45.84	170.521
NZHYM1778-12	NZAC04043726	BOLD:ACF4049	Aucklandella	-45.835	170.453
OPPFS132-17	BIOUG35111-F04	BOLD:AAH1887	NA	42.2628	-83.0725
OPPOC681-17	BIOUG33067-A11	BOLD:ABA5985	Coelichneumon	44.2829	-77.7963
OPPOI325-17	BIOUG34674-H01	BOLD:AAG7645	Vulgichneumon	44.2829	-77.7963
PLAAZ012-18	BIOUG44440-A12	BOLD:ACR7671	ichneuMalaise01	10.763	-85.334
PLAEI1304-21	BIOUG63906-B07	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLLBG4188-20	BIOUG51756-C04	BOLD:ADB0819	ichneuMalaise01	10.763	-85.334
SSWLE9647-13	BIOUG08958-G06	BOLD:ACI3647	NA	49.088	-113.883
THAMH3712-23	CBG-A12097-G01	BOLD:AFA4753	NA	19.2039	101.078
TRIHM948-22	IAvH-TRI-FCZ0968	BOLD:AEU5990	Barichneumon	3.067	-75.384
TRIHM972-22	IAvH-TRI-FCZ0992	BOLD:AEU5990	Barichneumon	3.067	-75.384
TTHYW659-08	08BBHYM-0626	BOLD:AAH1881	NA	50.674	-99.65
TTMHY906-11	BIOUG00835-C11	BOLD:AAG7617	NA	43.446	-80.251
ACGBA6862-17	DHJPAR0060441	BOLD:AAB7863	Joppa	10.9962	-85.4556
BCHYM10481-15	BC ZSM HYM 23211	BOLD:AEE5764	Callajoppa	40.3921	48.6346
BCHYM7684-15	BC-ZSM-HYM-27761-G12	BOLD:AAD5318	Ichneumon	50.007	9.806
CNBFL284-15	BIOUG20170-G11	BOLD:AAK3172	NA	51.436	-116.188
CNKLE005-15	BIOUG18093-B07	BOLD:ACT3798	Ichneumon	60.714	-137.432
CNKTC022-15	BIOUG17739-G12	BOLD:AAH7270	NA	50.885	-116.052
CNLMF412-14	BIOUG12003-D05	BOLD:AAH2179	NA	46.6507	-72.9698
CNLMN042-14	BIOUG13733-G11	BOLD:AAU8756	Stenodontus	46.6507	-72.9698
CNLMO1644-14	BIOUG13836-D05	BOLD:AAH7274	NA	46.6507	-72.9698
CNSLQ338-13	BIOUG07023-B04	BOLD:ACF2807	Ichneumon	44.475	-75.865
CNTNC1904-14	BIOUG12154-F08	BOLD:AAH1974	NA	48.598	-53.9702
CNWLD286-12	BIOUG03151-H06	BOLD:AAI5303	Epitomus	49.106	-113.819
COLHH617-18	CollHH617	BOLD:ADO3101	Crypteffigies	59.288	5.26422
CRALC29352-21	BIOUG73002-A10	BOLD:AEN7798	Setanta	9.015	-83.004
CRALC6365-21	BIOUG72901-B08	BOLD:AEP2867	Platylabus	9.015	-83.004
CRATA19171-22	BIOUG91396-C06	BOLD:AEM5773	Setanta	9.016	-83.004
CRPEA17707-21	BIOUG72764-D04	BOLD:ADB9082	ichneuMalaise01	9.973	-84.094
CRSRA4452-22	BIOUG76512-A09	BOLD:ADU0438	ichneuMalaise01	8.483	-83.591
FBIIA1043-10	BC ZSM HYM 03988	BOLD:AAD5318	Ichneumon	39.9208	32.8541
FBIIA1068-10	BC ZSM HYM 04013	BOLD:AAE8982	Stenichneumon	48.4686	11.9357
FBIIA360-10	BC ZSM HYM 02830	BOLD:AAJ3612	Spilothyrateles	49.2	11
FBIIA666-10	BC ZSM HYM 03611	BOLD:AAL2075	Diphyus	49.2392	7.2601
FCHAR6478-19	CHARS00468-D08	BOLD:AAH1721	NA	67.834	-115.201
GMGMP4101-18	BIOUG42714-C04	BOLD:AAH1963	Dilleritomus	48.165	11.485
GMPTA8580-23	CBG-A02873-E06	BOLD:AAI1335	Linycus	41.341	-8.692
GMSVA3233-22	BIOUG85323-B07	BOLD:AAM9124	NA	37.89	-119.096
GRAFW144-11	za2011-148	BOLD:AAD5318	Ichneumon	74.4667	-20.5667
GRAFW1562-12	ZA2012-2951	BOLD:AAE2749	Aoplus	74.5	-21
GRAFW1658-12	grhym-00003	BOLD:AAH1869	Coelichneumonops	74.467	-20.567
HPPPD1723-13	BIOUG07372-F10	BOLD:AAU9399	Cyclolabus	44.623	-63.569
ICHBC188-10	10-SKICH-188	BOLD:ACF0078	NA	49.318	-119.507
ICHFI1095-12	FICH-001000	BOLD:ACE1091	Coelichneumon	61.411	26.822
ICHFI1103-12	FICH-001008	BOLD:ACE1175	Protichneumon	59.766	22.994
JSHYN219-11	BIOUG01045-G06	BOLD:ABA5985	Coelichneumon	44.621	-75.773
JSHYO118-11	BIOUG01113-B11	BOLD:ACE3182	Ichneumon	44.621	-75.773
LKMSC053-15	NZAC04106138	BOLD:AAV0466	Aucklandella	-36.971	174.514
LPRCT256-19	BC-LPRCorse3581	BOLD:AAN3371	Ichneumon	41.772	9.12277
NGNAC032-13	BIOUG07175-G07	BOLD:ACI3647	NA	50.643	-120.517
NGNAC3078-13	BIOUG07392-E11	BOLD:AAH7256	NA	50.643	-120.517
NGNAX2247-14	BIOUG11323-B10	BOLD:ACI3647	NA	50.663	-120.504
NOICH237-15	HymVM237	BOLD:AAD5318	Ichneumon	67.28	14.56
NZHYM1299-12	NZAC04043637	BOLD:ABX9930	Degithina	-45.835	170.453
NZHYM2466-15	NZAC04099569	BOLD:AAV0463	Aucklandella	-41.768	171.826
ONTBP15227-23	BIOUG94626-D12.ONT2	BOLD:AAK3167	Tycherus	54.774	-127.108
OPPEE4195-17	BIOUG33960-G01	BOLD:ACE8619	NA	44.6337	-80.6983
OPPFS1364-17	BIOUG35315-D01	BOLD:ACC7536	NA	42.2628	-83.0725
OPPQC077-17	BIOUG33662-G05	BOLD:AAH7266	NA	44.5178	-76.5394
OPPQE189-17	BIOUG34035-H04	BOLD:ACE3185	Ichneumon	44.5178	-76.5394
OPPQG024-17	BIOUG33793-H01	BOLD:AAH2174	NA	44.5178	-76.5394
PHMTT895-10	10PHMAL-1894	BOLD:AAU8329	NA	43.537	-80.134
PHNGT560-13	BIOUG08311-H01	BOLD:ACR4278	Barichneumon	43.54	-80.14
PLLAR157-20	BIOUG52338-H04	BOLD:ADB0819	ichneuMalaise01	10.763	-85.334
PLPCF3068-20	BIOUG58218-D07	BOLD:AAL1427	Diacantharius	10.763	-85.334
PLPDN023-20	BIOUG57000-F10	BOLD:AAL1427	Diacantharius	10.763	-85.334
RRSSC6303-15	BIOUG24151-C01	BOLD:AAH1887	NA	43.3908	-80.3747
SMTPB17456-13	BIOUG05684-F11	BOLD:ACE4814	Ichneumon	42.956	-80.051
SMTPO8567-15	BIOUG25561-A10	BOLD:AAZ7721	Diadromus	50.941	-113.991
SSPEA214-15	BIOUG20323-B12	BOLD:AAG7745	NA	46.411	-63.093
SSPEA460-15	BIOUG20326-E07	BOLD:AAK3167	Tycherus	46.411	-63.093
SSWLF033-13	BIOUG08958-H05	BOLD:AAG8060	NA	49.059	-114.013
AGAKH020-17	BIOUG31751-E06	BOLD:ACE4814	Ichneumon	43.5187	-80.1709
AICH818-06	DHJPAR0010125	BOLD:AAA9799	Pedinopelte	10.891	-85.472
AMCAF1818-19	BIOUG45338-A02	BOLD:AAU8294	Asthenolabus	60.788	-135.187
ASAHY710-13	BIOUG06752-D08	BOLD:AAG7692	Barichneumon	45.6334	-77.0697
ASDHY067-12	BIOUG01814-F07	BOLD:ABW8247	NA	45.46	-78.7962
ASHYF103-09	DHJPAR0028341	BOLD:AAB5098	Trogus	10.759	-85.373
ASWAS259-07	06-PROBE-3702	BOLD:AAE2460	NA	58.617	-93.812
BBHYJ952-10	10BBCHY-1911	BOLD:ACE8984	Ichneumon	51.5	-116.473
